               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.024668,            0.041771,           0.0017741,             0.84163,              0.7265,             0.73812,             0.35615,            0.046542,            0.093373,            0.010597,             0.00472,             0.00472,             0.00472
                 162,            0.024831,            0.043732,           0.0027698,             0.87093,             0.73933,             0.75831,             0.36385,            0.045679,            0.093811,            0.010396,            0.004687,            0.004687,            0.004687
                 163,            0.025472,            0.042644,           0.0022159,             0.87581,             0.73551,             0.75722,             0.36493,            0.045501,            0.093111,            0.010298,            0.004654,            0.004654,            0.004654
                 164,            0.023645,            0.043237,           0.0021139,             0.88981,             0.73403,             0.76137,             0.36339,            0.045436,            0.092075,            0.010119,            0.004621,            0.004621,            0.004621
                 165,            0.023689,            0.039937,           0.0022752,             0.86687,             0.74241,             0.75989,              0.3685,             0.04573,            0.092282,            0.010365,            0.004588,            0.004588,            0.004588
                 166,            0.023713,            0.038424,           0.0020249,             0.86504,             0.74422,             0.76387,              0.3659,            0.046022,            0.091604,            0.010267,            0.004555,            0.004555,            0.004555
                 167,            0.023398,             0.04133,           0.0026805,               0.864,             0.74456,             0.75882,             0.36182,            0.045596,            0.092631,            0.010291,            0.004522,            0.004522,            0.004522
                 168,            0.025491,             0.04196,           0.0020834,             0.84757,              0.7146,              0.7517,             0.36565,            0.045365,            0.093218,            0.010402,            0.004489,            0.004489,            0.004489
                 169,            0.024396,            0.041573,            0.002043,             0.84253,             0.71218,             0.74713,             0.35429,             0.04584,            0.093105,            0.010321,            0.004456,            0.004456,            0.004456
                 170,            0.024417,            0.041779,           0.0022772,             0.85495,             0.73107,             0.75488,              0.3695,            0.045052,            0.091703,            0.010095,            0.004423,            0.004423,            0.004423
                 171,            0.025566,            0.044389,           0.0019345,             0.86947,             0.72618,             0.75864,             0.37325,            0.044585,            0.091799,            0.010044,             0.00439,             0.00439,             0.00439
                 172,            0.024126,            0.041439,           0.0023657,             0.86586,             0.73586,              0.7666,             0.37246,            0.045173,            0.092323,            0.010107,            0.004357,            0.004357,            0.004357
                 173,            0.026246,            0.046098,           0.0021154,             0.86548,             0.75321,             0.76708,             0.37407,            0.045648,            0.091639,           0.0099324,            0.004324,            0.004324,            0.004324
                 174,              0.0235,            0.041572,           0.0028293,             0.85285,             0.77224,             0.77689,              0.3748,            0.045644,            0.089606,           0.0095498,            0.004291,            0.004291,            0.004291
                 175,            0.024069,            0.041311,           0.0017067,             0.86773,             0.75035,             0.76012,             0.36816,             0.04533,            0.089155,           0.0094456,            0.004258,            0.004258,            0.004258
                 176,            0.025268,            0.039706,           0.0020631,             0.87833,             0.74789,             0.76421,             0.37029,            0.045522,            0.089674,           0.0095067,            0.004225,            0.004225,            0.004225
                 177,            0.024143,            0.041063,           0.0019234,             0.87533,             0.76667,             0.76799,             0.37833,            0.044999,            0.090691,           0.0098036,            0.004192,            0.004192,            0.004192
                 178,            0.024783,            0.042542,           0.0032003,             0.86511,             0.73535,             0.74789,             0.37082,            0.045439,            0.092464,            0.010058,            0.004159,            0.004159,            0.004159
                 179,            0.023698,             0.03824,           0.0027552,              0.8508,             0.73641,             0.74276,             0.36557,            0.045799,            0.093479,            0.010205,            0.004126,            0.004126,            0.004126
                 180,            0.024048,            0.047439,           0.0020209,             0.86122,              0.7529,             0.76243,             0.37765,            0.045237,            0.092354,            0.010388,            0.004093,            0.004093,            0.004093
